Rank,Country,Regional indicator,Year,Happiness Score,Economy(GDP per capita),Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Dystopia and residual
101,Jordan,Middle East and North Africa,2019,4.906,0.837,1.225,0.815,0.383,0.11,0.13,1.406
101,Senegal,Sub-Saharan Africa,2020,4.980800152,0.504061818,0.95459342,0.518391907,0.000352400899,0.164397135,0.081865937,2.405123949
101,Bangladesh,South Asia,2021,5.025,0.635,0.52,0.514,0.000603,0.161,0.164,2.427
101,Mozambique,Sub-Saharan Africa,2022,5.048,0.578,0.66,0.191,0.593,0.185,0.2,2.641
102,Venezuela,Latin America and Caribbean,2018,4.806,0.996,1.469,0.657,0.133,0.056,0.052,1.443
102,Benin,Sub-Saharan Africa,2019,4.883,0.393,0.437,0.397,0.349,0.175,0.082,3.05
102,Guinea,Sub-Saharan Africa,2020,4.949299812,0.390007734,0.75136596,0.333655238,0.000371878058,0.249490842,0.112204559,2.740729809
102,Guinea,Sub-Saharan Africa,2021,4.984,0.42,0.399,0.206,0.000384,0.25,0.111,3.216
102,Cameroon,Sub-Saharan Africa,2022,5.048,0.968,0.672,0.317,0.397,0.152,0.074,2.469
103,Gabon,Sub-Saharan Africa,2018,4.758,1.036,1.164,0.404,0.356,0.032,0.052,1.714
103,Republic of the Congo,Sub-Saharan Africa,2019,4.812,0.673,0.799,0.508,0.372,0.105,0.093,2.262
103,Niger,Sub-Saharan Africa,2020,4.909599781,0.108330332,0.703800142,0.298816353,0.000435311615,0.208176896,0.137554765,3.017630577
103,South Africa,Sub-Saharan Africa,2021,4.956,0.967,0.895,0.265,0.000447,0.144,0.051,2.187
103,Senegal,Sub-Saharan Africa,2022,5.046,0.933,0.53,0.447,0.494,0.143,0.081,2.419
104,Palestinian Territories,Middle East and North Africa,2018,4.743,0.642,1.217,0.602,0.266,0.086,0.076,1.854
104,Gabon,Sub-Saharan Africa,2019,4.799,1.057,1.183,0.571,0.295,0.043,0.055,1.595
104,Laos,Southeast Asia,2020,4.888599873,0.714693844,0.987391889,0.486378282,0.000612027287,0.27266711,0.194273964,1.621152639
104,Turkey,Middle East and North Africa,2021,4.948,1.26,0.809,0.59,0.000236,0.097,0.104,1.852
104,Niger,Sub-Saharan Africa,2022,5.003,0.57,0.56,0.326,0.571,0.165,0.145,2.667
105,South Africa,Sub-Saharan Africa,2018,4.724,0.94,1.41,0.33,0.516,0.103,0.056,1.369
105,Laos,Southeast Asia,2019,4.796,0.764,1.03,0.551,0.547,0.266,0.164,1.474
105,Albania,Central and Eastern Europe,2020,4.882699966,0.906653047,0.830483913,0.846329629,0.000461945891,0.171027765,0.025361285,1.640897036
105,Pakistan,South Asia,2021,4.934,0.637,0.423,0.322,0.000418,0.252,0.097,2.784
105,Georgia,Commonwealth of Independent States,2022,4.973,1.467,0.612,0.595,0.508,0.0,0.208,1.583
106,Iran,Middle East and North Africa,2018,4.707,1.059,0.771,0.691,0.459,0.282,0.129,1.316
106,South Africa,Sub-Saharan Africa,2019,4.722,0.96,1.351,0.469,0.389,0.13,0.055,1.368
106,Cambodia,Southeast Asia,2020,4.848400116,0.544634938,1.071426034,0.587904334,0.000674940348,0.233342081,0.072837502,1.663300037
106,Morocco,Middle East and North Africa,2021,4.918,0.792,0.219,0.558,0.000477,0.034,0.088,2.749
106,Gabon,Sub-Saharan Africa,2022,4.958,1.459,0.738,0.396,0.343,0.032,0.099,1.892
107,Ivory Coast,Sub-Saharan Africa,2018,4.671,0.541,0.872,0.08,0.467,0.146,0.103,2.462
107,Albania,Central and Eastern Europe,2019,4.719,0.947,0.848,0.874,0.383,0.178,0.027,1.462
107,Bangladesh,South Asia,2020,4.832799911,0.556156278,0.868800581,0.694940507,0.000604130566,0.176745117,0.176735908,1.755261898
107,Venezuela,Latin America and Caribbean,2021,4.892,0.852,0.897,0.574,0.000284,0.078,0.072,2.135
107,Iraq,Middle East and North Africa,2022,4.941,1.289,0.682,0.554,0.328,0.147,0.046,1.894
108,Ghana,Sub-Saharan Africa,2018,4.657,0.592,0.896,0.337,0.499,0.212,0.029,2.092
108,Venezuela,Latin America and Caribbean,2019,4.707,0.96,1.427,0.805,0.154,0.064,0.047,1.25
108,Gabon,Sub-Saharan Africa,2020,4.829299927,0.988044381,1.10639751,0.522574842,0.000369459897,0.052013602,0.055804539,1.735027552
108,Georgia,Commonwealth of Independent States,2021,4.891,1.03,0.47,0.498,0.000488,0.032,0.181,2.191
108,Venezuela,Latin America and Caribbean,2022,4.925,0.0,0.968,0.578,0.283,0.225,0.082,2.79
109,Senegal,Sub-Saharan Africa,2018,4.631,0.429,1.117,0.433,0.406,0.138,0.082,2.026
109,Cambodia,Southeast Asia,2019,4.7,0.574,1.122,0.637,0.609,0.232,0.062,1.464
109,South Africa,Sub-Saharan Africa,2020,4.814099789,0.902140439,1.259086251,0.407034069,0.00043478182,0.126406848,0.05950214,1.625117302
109,Algeria,Middle East and North Africa,2021,4.887,0.946,0.765,0.552,0.000119,0.144,0.12,2.242
109,Guinea,Sub-Saharan Africa,2022,4.891,0.848,0.566,0.275,0.334,0.214,0.116,2.538
110,Laos,Southeast Asia,2018,4.623,0.72,1.034,0.441,0.626,0.23,0.174,1.398
110,Palestinian Territories,Middle East and North Africa,2019,4.696,0.657,1.247,0.672,0.225,0.103,0.066,1.726
110,Iraq,Middle East and North Africa,2020,4.784800053,0.982018709,1.011466622,0.529350698,0.000283588052,0.153002068,0.073164992,1.752173662
110,Ukraine,Commonwealth of Independent States,2021,4.875,0.979,0.958,0.517,0.000417,0.181,0.01,1.813
110,Iran,Middle East and North Africa,2022,4.888,1.41,0.741,0.642,0.281,0.241,0.146,1.427
111,Tunisia,Middle East and North Africa,2018,4.592,0.9,0.906,0.69,0.271,0.04,0.063,1.722
111,Senegal,Sub-Saharan Africa,2019,4.681,0.45,1.134,0.571,0.292,0.153,0.072,2.009
111,Lebanon,Middle East and North Africa,2020,4.771500111,0.889232516,1.19249332,0.788671136,0.00018551667,0.158524141,0.021518147,1.53554225
111,Iraq,Middle East and North Africa,2021,4.854,0.91,0.638,0.381,0.000302,0.153,0.041,2.429
111,Ghana,Sub-Saharan Africa,2022,4.872,1.112,0.595,0.409,0.5,0.23,0.056,1.972
112,Albania,Central and Eastern Europe,2018,4.586,0.916,0.817,0.79,0.419,0.149,0.032,1.463
112,Somalia,Sub-Saharan Africa,2019,4.668,0.0,0.698,0.268,0.559,0.243,0.27,2.63
112,Burkina Faso,Sub-Saharan Africa,2020,4.768700123,0.302467644,0.9293859,0.312833875,0.000322398156,0.186390609,0.126408055,2.588826418
112,Gabon,Sub-Saharan Africa,2021,4.852,1.037,0.707,0.362,0.000424,0.058,0.064,2.201
112,Turkey,Middle East and North Africa,2022,4.744,1.707,0.865,0.702,0.209,0.087,0.115,1.059
113,Sierra Leone,Sub-Saharan Africa,2018,4.571,0.256,0.813,0.0,0.355,0.238,0.053,2.856
113,Namibia,Sub-Saharan Africa,2019,4.639,0.879,1.313,0.477,0.401,0.07,0.056,1.443
113,Gambia,Sub-Saharan Africa,2020,4.750599861,0.256990552,0.882678688,0.353247881,0.000403419524,0.425989687,0.158093795,2.270216465
113,Burkina Faso,Sub-Saharan Africa,2021,4.834,0.364,0.472,0.179,0.000381,0.182,0.122,3.133
113,Burkina Faso,Sub-Saharan Africa,2022,4.67,0.779,0.565,0.32,0.382,0.186,0.126,2.313
114,Republic of the Congo,Sub-Saharan Africa,2018,4.559,0.682,0.811,0.343,0.514,0.091,0.077,2.041
114,Niger,Sub-Saharan Africa,2019,4.628,0.138,0.774,0.366,0.318,0.188,0.102,2.742
114,Mali,Sub-Saharan Africa,2020,4.729300022,0.352462649,0.97314173,0.234981522,0.000377534449,0.16966705,0.062146276,2.559335232
114,Cambodia,Southeast Asia,2021,4.83,0.603,0.68,0.426,0.000702,0.21,0.061,2.148
114,Cambodia,Southeast Asia,2022,4.64,1.019,0.732,0.505,0.74,0.166,0.068,1.41
115,Bangladesh,South Asia,2018,4.5,0.532,0.85,0.579,0.58,0.153,0.144,1.662
115,Burkina Faso,Sub-Saharan Africa,2019,4.587,0.331,1.056,0.38,0.255,0.177,0.113,2.275
115,Nigeria,Sub-Saharan Africa,2020,4.724100113,0.645901859,0.986717939,0.167835936,0.000435079455,0.221328124,0.047589935,2.219635487
115,Mozambique,Sub-Saharan Africa,2021,4.794,0.183,0.634,0.196,0.000608,0.228,0.163,2.783
115,Benin,Sub-Saharan Africa,2022,4.623,0.932,0.064,0.335,0.479,0.127,0.23,2.458
116,Sri Lanka,South Asia,2018,4.471,0.918,1.314,0.672,0.585,0.307,0.05,0.625
116,Armenia,Commonwealth of Independent States,2019,4.559,0.85,1.055,0.815,0.283,0.095,0.064,1.397
116,Armenia,Commonwealth of Independent States,2020,4.676799774,0.808262408,1.034576893,0.77585727,0.000378075808,0.107225738,0.104618184,1.468161583
116,Nigeria,Sub-Saharan Africa,2021,4.759,0.663,0.625,0.051,0.000433,0.212,0.039,2.736
116,Comoros,Sub-Saharan Africa,2022,4.609,0.899,0.476,0.424,0.185,0.195,0.125,2.304
117,Iraq,Middle East and North Africa,2018,4.456,1.01,0.971,0.536,0.304,0.148,0.095,1.392
117,Iran,Middle East and North Africa,2019,4.548,1.1,0.842,0.785,0.305,0.27,0.125,1.121
117,Georgia,Commonwealth of Independent States,2020,4.672599792,0.847198069,0.7311939,0.694657624,0.000485494107,0.047609735,0.174088076,1.69239831
117,Mali,Sub-Saharan Africa,2021,4.723,0.387,0.59,0.11,0.000384,0.164,0.072,3.016
117,Uganda,Sub-Saharan Africa,2022,4.603,0.777,0.875,0.418,0.402,0.222,0.066,1.842
118,Mali,Sub-Saharan Africa,2018,4.447,0.37,1.233,0.152,0.367,0.139,0.056,2.13
118,Guinea,Sub-Saharan Africa,2019,4.534,0.38,0.829,0.375,0.332,0.207,0.086,2.325
118,Iran,Middle East and North Africa,2020,4.672399998,1.029322505,0.886271179,0.749053836,0.000301195472,0.27697894,0.142651513,1.286969423
118,Iran,Middle East and North Africa,2021,4.721,1.03,0.557,0.561,0.000275,0.33,0.144,1.823
118,Nigeria,Sub-Saharan Africa,2022,4.552,1.079,0.732,0.3,0.444,0.175,0.038,1.784
119,Namibia,Sub-Saharan Africa,2018,4.441,0.874,1.281,0.365,0.519,0.051,0.064,1.287
119,Georgia,Commonwealth of Independent States,2019,4.519,0.886,0.666,0.752,0.346,0.043,0.164,1.662
119,Jordan,Middle East and North Africa,2020,4.633399963,0.785179198,1.140118599,0.777624726,0.000424855083,0.091494769,0.151878625,1.262258053
119,Uganda,Sub-Saharan Africa,2021,4.636,0.364,0.718,0.24,0.000398,0.267,0.054,2.596
119,Kenya,Sub-Saharan Africa,2022,4.543,1.032,0.605,0.401,0.44,0.322,0.082,1.661
120,Cambodia,Southeast Asia,2018,4.433,0.549,1.088,0.457,0.696,0.256,0.065,1.322
120,Gambia,Sub-Saharan Africa,2019,4.516,0.308,0.939,0.428,0.382,0.269,0.167,2.023
120,Mozambique,Sub-Saharan Africa,2020,4.623600006,0.178741366,0.955202878,0.324223638,0.00056077534,0.220422104,0.163064316,2.221216202
120,Liberia,Sub-Saharan Africa,2021,4.625,0.228,0.58,0.253,0.00043,0.221,0.057,2.857
120,Tunisia,Middle East and North Africa,2022,4.516,1.35,0.596,0.656,0.316,0.029,0.029,1.54
121,Burkina Faso,Sub-Saharan Africa,2018,4.424,0.314,1.097,0.254,0.312,0.175,0.128,2.144
121,Kenya,Sub-Saharan Africa,2019,4.509,0.512,0.983,0.581,0.431,0.372,0.053,1.577
121,Kenya,Sub-Saharan Africa,2020,4.583000183,0.476413399,0.905077755,0.536312759,0.000519180536,0.393902093,0.067201078,1.684904575
121,Kenya,Sub-Saharan Africa,2021,4.607,0.603,0.508,0.385,0.000483,0.375,0.073,2.18
121,Pakistan,South Asia,2022,4.516,1.049,0.413,0.374,0.448,0.181,0.112,1.94
122,Egypt,Middle East and North Africa,2018,4.419,0.885,1.025,0.553,0.312,0.092,0.107,1.445
122,Mauritania,Sub-Saharan Africa,2019,4.49,0.57,1.167,0.489,0.066,0.106,0.088,2.004
122,Namibia,Sub-Saharan Africa,2020,4.571100235,0.84008199,1.245738149,0.40687117,0.000444598973,0.076454483,0.054320343,1.503033161
122,Tunisia,Middle East and North Africa,2021,4.596,0.919,0.515,0.59,0.000334,0.057,0.044,2.138
122,Palestinian Territories,Middle East and North Africa,2022,4.483,1.148,0.957,0.521,0.336,0.073,0.079,1.368
123,Mozambique,Sub-Saharan Africa,2018,4.417,0.198,0.902,0.173,0.531,0.206,0.158,2.249
123,Mozambique,Sub-Saharan Africa,2019,4.466,0.204,0.986,0.39,0.494,0.197,0.138,2.057
123,Ukraine,Commonwealth of Independent States,2020,4.56069994,0.780434608,1.321316481,0.698674381,0.000319423705,0.178551316,0.00965116,1.252669334
123,Lebanon,Middle East and North Africa,2021,4.584,1.045,0.868,0.595,0.000175,0.14,0.026,1.736
123,Mali,Sub-Saharan Africa,2022,4.479,0.792,0.483,0.311,0.35,0.128,0.042,2.373
124,Kenya,Sub-Saharan Africa,2018,4.41,0.493,1.048,0.454,0.504,0.352,0.055,1.504
124,Tunisia,Middle East and North Africa,2019,4.461,0.921,1.0,0.815,0.167,0.059,0.055,1.444
124,Liberia,Sub-Saharan Africa,2020,4.557899952,0.174103007,0.920733929,0.392284274,0.000405943096,0.226967871,0.051139876,2.386757851
124,Namibia,Sub-Saharan Africa,2021,4.574,0.882,0.801,0.262,0.000411,0.091,0.059,2.068
124,Namibia,Sub-Saharan Africa,2022,4.459,1.292,0.877,0.354,0.384,0.067,0.071,1.414
125,Zambia,Sub-Saharan Africa,2018,4.377,0.562,1.047,0.295,0.503,0.221,0.082,1.667
125,Bangladesh,South Asia,2019,4.456,0.562,0.928,0.723,0.527,0.166,0.143,1.407
125,Palestinian Territories,Middle East and North Africa,2020,4.552800179,0.587819219,1.194755554,0.613826573,0.00029870075,0.091816261,0.071913652,1.693985701
125,Palestinian Territories,Middle East and North Africa,2021,4.517,0.646,0.819,0.434,0.00033,0.082,0.075,2.131
125,Eswatini,Sub-Saharan Africa,2022,4.396,1.274,0.786,0.197,0.259,0.038,0.154,1.688
126,Mauritania,Sub-Saharan Africa,2018,4.356,0.557,1.245,0.292,0.129,0.134,0.093,1.906
126,Iraq,Middle East and North Africa,2019,4.437,1.043,0.98,0.574,0.241,0.148,0.089,1.362
126,Uganda,Sub-Saharan Africa,2020,4.43200016,0.312337428,1.052327394,0.378311664,0.000401682556,0.264807373,0.063818842,1.958671093
126,Myanmar,Southeast Asia,2021,4.426,0.666,0.713,0.341,0.000601,0.52,0.178,1.407
126,Myanmar,Southeast Asia,2022,4.394,1.038,0.829,0.491,0.513,0.452,0.194,0.877
127,Ethiopia,Sub-Saharan Africa,2018,4.35,0.308,0.95,0.391,0.452,0.22,0.146,1.883
127,Democratic Republic of the Congo,Sub-Saharan Africa,2019,4.418,0.094,1.125,0.357,0.269,0.212,0.053,2.308
127,Chad,Sub-Saharan Africa,2020,4.422699928,0.302287489,0.739118278,0.1087441,0.000228601769,0.210805088,0.085755408,2.74742651
127,Jordan,Middle East and North Africa,2021,4.395,0.89,0.685,0.583,0.000455,0.079,0.15,1.553
127,Sri Lanka,South Asia,2022,4.362,1.415,0.934,0.66,0.529,0.15,0.079,0.595
128,Georgia,Commonwealth of Independent States,2018,4.34,0.853,0.592,0.643,0.375,0.038,0.215,1.624
128,Mali,Sub-Saharan Africa,2019,4.39,0.385,1.105,0.308,0.327,0.153,0.052,2.06
128,Tunisia,Middle East and North Africa,2020,4.392199993,0.874742687,0.872167706,0.781156719,0.000235860556,0.055881143,0.043899573,1.528496742
128,Chad,Sub-Saharan Africa,2021,4.355,0.255,0.353,0.0,0.00024,0.215,0.084,3.209
128,Madagascar,Sub-Saharan Africa,2022,4.339,0.67,0.645,0.378,0.202,0.143,0.154,2.148
129,Armenia,Commonwealth of Independent States,2018,4.321,0.816,0.99,0.666,0.26,0.077,0.028,1.484
129,Sierra Leone,Sub-Saharan Africa,2019,4.374,0.268,0.841,0.242,0.309,0.252,0.045,2.417
129,Mauritania,Sub-Saharan Africa,2020,4.374599934,0.539684892,1.113323569,0.425184816,0.000185714483,0.128899664,0.122257635,1.85955739
129,Sri Lanka,South Asia,2021,4.325,0.99,0.82,0.593,0.000559,0.239,0.049,1.075
129,Egypt,Middle East and North Africa,2022,4.288,1.388,0.732,0.548,0.469,0.041,0.254,0.856
130,Myanmar,Southeast Asia,2018,4.308,0.682,1.174,0.429,0.58,0.598,0.178,0.667
130,Sri Lanka,South Asia,2019,4.366,0.949,1.265,0.831,0.47,0.244,0.047,0.56
130,Sri Lanka,South Asia,2020,4.327000141,0.897986948,1.19494009,0.792036712,0.000528632462,0.252666146,0.049444564,0.611288548
130,Swaziland,Sub-Saharan Africa,2021,4.308,0.849,0.693,0.074,0.000323,0.067,0.147,2.155
130,Chad,Sub-Saharan Africa,2022,4.251,0.662,0.506,0.225,0.18,0.182,0.077,2.419
131,Chad,Sub-Saharan Africa,2018,4.301,0.358,0.907,0.053,0.189,0.181,0.06,2.553
131,Myanmar,Southeast Asia,2019,4.36,0.71,1.181,0.555,0.525,0.566,0.172,0.651
131,Democratic Republic of the Congo,Sub-Saharan Africa,2020,4.31099987,0.062487468,0.833055019,0.277212054,0.00036462298,0.254324883,0.081466645,2.437864304
131,Comoros,Sub-Saharan Africa,2021,4.289,0.488,0.367,0.279,0.000202,0.241,0.101,2.61
131,Ethiopia,Sub-Saharan Africa,2022,4.241,0.788,0.809,0.457,0.472,0.205,0.136,1.375
132,Democratic Republic of the Congo,Sub-Saharan Africa,2018,4.245,0.069,1.136,0.204,0.312,0.197,0.052,2.275
132,Chad,Sub-Saharan Africa,2019,4.35,0.35,0.766,0.192,0.174,0.198,0.078,2.592
132,Swaziland,Sub-Saharan Africa,2020,4.308100224,0.827539742,1.064835191,0.215585828,0.000299935788,0.067264833,0.146765873,1.686207294
132,Egypt,Middle East and North Africa,2021,4.283,0.954,0.647,0.426,0.000446,0.069,0.092,1.648
132,Yemen,Middle East and North Africa,2022,4.197,0.691,1.043,0.384,0.33,0.09,0.098,1.561
133,India,South Asia,2018,4.19,0.721,0.747,0.485,0.539,0.172,0.093,1.433
133,Ukraine,Commonwealth of Independent States,2019,4.332,0.82,1.39,0.739,0.178,0.187,0.01,1.008
133,Myanmar,Southeast Asia,2020,4.308000088,0.67809093,1.098178267,0.495443076,0.000597478867,0.569813728,0.187530354,0.681462526
133,Ethiopia,Sub-Saharan Africa,2021,4.275,0.37,0.679,0.331,0.000451,0.241,0.114,2.089
133,Mauritania,Sub-Saharan Africa,2022,4.153,1.1,0.865,0.45,0.304,0.088,0.138,1.207
134,Niger,Sub-Saharan Africa,2018,4.166,0.131,0.867,0.221,0.39,0.175,0.099,2.283
134,Ethiopia,Sub-Saharan Africa,2019,4.286,0.336,1.033,0.532,0.344,0.209,0.1,1.732
134,Comoros,Sub-Saharan Africa,2020,4.288599968,0.415620774,0.723232806,0.437383324,0.000181028232,0.258538276,0.100048535,2.17276907
134,Mauritania,Sub-Saharan Africa,2021,4.227,0.666,0.749,0.273,0.000218,0.119,0.133,2.069
134,Jordan,Middle East and North Africa,2022,4.152,1.324,0.724,0.675,0.476,0.058,0.2,0.695
135,Uganda,Sub-Saharan Africa,2018,4.161,0.322,1.09,0.237,0.45,0.259,0.061,1.742
135,Swaziland,Sub-Saharan Africa,2019,4.212,0.811,1.149,0.0,0.313,0.074,0.135,1.73
135,Togo,Sub-Saharan Africa,2020,4.187200069,0.268116266,0.547622859,0.342731178,0.000303539038,0.200774252,0.114826456,2.409595251
135,Madagascar,Sub-Saharan Africa,2021,4.208,0.266,0.503,0.341,0.000207,0.185,0.087,2.62
135,Togo,Sub-Saharan Africa,2022,4.112,0.771,0.322,0.36,0.292,0.174,0.132,2.061
136,Benin,Sub-Saharan Africa,2018,4.141,0.378,0.372,0.24,0.44,0.163,0.067,2.481
136,Uganda,Sub-Saharan Africa,2019,4.189,0.332,1.069,0.443,0.356,0.252,0.06,1.677
136,Ethiopia,Sub-Saharan Africa,2020,4.186200142,0.315125644,1.001103282,0.483846247,0.00041256687,0.227698103,0.117437035,1.628459215
136,Togo,Sub-Saharan Africa,2021,4.107,0.254,0.239,0.203,0.000289,0.209,0.107,2.806
136,India,South Asia,2022,3.777,1.167,0.376,0.471,0.647,0.198,0.123,0.795
137,Sudan,Sub-Saharan Africa,2018,4.139,0.605,1.24,0.312,0.016,0.134,0.082,1.75
137,Egypt,Middle East and North Africa,2019,4.166,0.913,1.039,0.644,0.241,0.076,0.067,1.186
137,Madagascar,Sub-Saharan Africa,2020,4.165599823,0.244553208,0.823694348,0.500617027,0.000192967549,0.191190064,0.076248638,2.136298418
137,Zambia,Sub-Saharan Africa,2021,4.073,0.528,0.552,0.231,0.000487,0.227,0.074,1.975
137,Zambia,Sub-Saharan Africa,2022,3.76,0.93,0.577,0.306,0.525,0.203,0.083,1.135
138,Ukraine,Commonwealth of Independent States,2018,4.103,0.793,1.413,0.609,0.163,0.187,0.011,0.927
138,Zambia,Sub-Saharan Africa,2019,4.107,0.578,1.058,0.426,0.431,0.247,0.087,1.28
138,Egypt,Middle East and North Africa,2020,4.151400089,0.875228941,0.982539535,0.596911311,0.000373684734,0.068801254,0.095461793,1.158818245
138,Sierra Leone,Sub-Saharan Africa,2021,3.849,0.279,0.377,0.1,0.000408,0.243,0.047,2.396
138,Malawi,Sub-Saharan Africa,2022,3.75,0.648,0.279,0.388,0.477,0.14,0.157,1.661
139,Togo,Sub-Saharan Africa,2018,3.999,0.259,0.474,0.253,0.434,0.158,0.101,2.32
139,Togo,Sub-Saharan Africa,2019,4.085,0.275,0.572,0.41,0.293,0.177,0.085,2.273
139,Sierra Leone,Sub-Saharan Africa,2020,3.926399946,0.240560383,0.747984946,0.203953966,0.000382027686,0.257647008,0.047940936,2.046271801
139,India,South Asia,2021,3.819,0.741,0.316,0.383,0.000622,0.246,0.106,1.405
139,Tanzania,Sub-Saharan Africa,2022,3.702,0.848,0.597,0.425,0.578,0.248,0.27,0.735
140,Guinea,Sub-Saharan Africa,2018,3.964,0.344,0.792,0.211,0.394,0.185,0.094,1.944
140,India,South Asia,2019,4.015,0.755,0.765,0.588,0.498,0.2,0.085,1.124
140,Burundi,Sub-Saharan Africa,2020,3.775300026,0.0,0.403575271,0.295212835,0.000275399059,0.187401786,0.212186828,2.401507378
140,Burundi,Sub-Saharan Africa,2021,3.775,0.0,0.062,0.155,0.000298,0.172,0.212,2.876
140,Sierra Leone,Sub-Saharan Africa,2022,3.574,0.686,0.416,0.273,0.387,0.202,0.055,1.556
141,Lesotho,Sub-Saharan Africa,2018,3.808,0.472,1.215,0.079,0.423,0.116,0.112,1.391
141,Liberia,Sub-Saharan Africa,2019,3.975,0.073,0.922,0.443,0.37,0.233,0.033,1.901
141,Zambia,Sub-Saharan Africa,2020,3.759399891,0.536833763,0.896037281,0.36359334,0.00049131754,0.250620902,0.086705238,1.134339333
141,Yemen,Middle East and North Africa,2021,3.658,0.329,0.831,0.272,0.000268,0.092,0.089,1.776
141,Lesotho,Sub-Saharan Africa,2022,3.512,0.839,0.848,0.0,0.419,0.076,0.018,1.312
142,Angola,Sub-Saharan Africa,2018,3.795,0.73,1.125,0.269,0.0,0.079,0.061,1.531
142,Comoros,Sub-Saharan Africa,2019,3.973,0.274,0.757,0.505,0.142,0.275,0.078,1.942
142,Haiti,Latin America and Caribbean,2020,3.720799923,0.284734428,0.646671355,0.37436673,0.000169297516,0.463909656,0.161935672,1.619916916
142,Tanzania,Sub-Saharan Africa,2021,3.623,0.433,0.54,0.3,0.000549,0.307,0.231,1.263
142,Botswana,Sub-Saharan Africa,2022,3.471,1.503,0.815,0.28,0.571,0.012,0.102,0.187
143,Madagascar,Sub-Saharan Africa,2018,3.774,0.262,0.908,0.402,0.221,0.155,0.049,1.777
143,Madagascar,Sub-Saharan Africa,2019,3.933,0.274,0.916,0.555,0.148,0.169,0.041,1.83
143,Lesotho,Sub-Saharan Africa,2020,3.652800083,0.45493874,1.088940024,0.100934811,0.000409367532,0.102627642,0.050483823,1.445513964
143,Haiti,Latin America and Caribbean,2021,3.615,0.294,0.173,0.227,0.000257,0.463,0.139,2.06
143,Rwanda,Sub-Saharan Africa,2022,3.268,0.785,0.133,0.462,0.621,0.187,0.544,0.536
144,Zimbabwe,Sub-Saharan Africa,2018,3.692,0.357,1.094,0.248,0.406,0.132,0.099,1.356
144,Lesotho,Sub-Saharan Africa,2019,3.802,0.489,1.169,0.168,0.359,0.107,0.093,1.417
144,India,South Asia,2020,3.573299885,0.730576158,0.644198656,0.54057014,0.000581142247,0.237072483,0.105587982,0.734130859
144,Malawi,Sub-Saharan Africa,2021,3.6,0.113,0.168,0.298,0.000484,0.213,0.134,2.19
144,Zimbabwe,Sub-Saharan Africa,2022,2.995,0.947,0.69,0.27,0.329,0.106,0.105,0.548
145,Afghanistan,South Asia,2018,3.632,0.332,0.537,0.255,0.085,0.191,0.036,2.196
145,Burundi,Sub-Saharan Africa,2019,3.775,0.046,0.447,0.38,0.22,0.176,0.18,2.326
145,Malawi,Sub-Saharan Africa,2020,3.538000107,0.176534727,0.53036809,0.446163297,0.000487389833,0.213185057,0.131633952,1.552718282
145,Lesotho,Sub-Saharan Africa,2021,3.512,0.451,0.731,0.007,0.000405,0.103,0.015,1.8
145,Lebanon,Middle East and North Africa,2022,2.955,1.392,0.498,0.631,0.103,0.082,0.034,0.216
146,Botswana,Sub-Saharan Africa,2018,3.59,1.017,1.174,0.417,0.557,0.042,0.092,0.291
146,Zimbabwe,Sub-Saharan Africa,2019,3.663,0.366,1.114,0.433,0.361,0.151,0.089,1.149
146,Yemen,Middle East and North Africa,2020,3.527400017,0.392701775,1.177477121,0.41500017,0.000243721485,0.094689012,0.087352127,1.116472721
146,Botswana,Sub-Saharan Africa,2021,3.467,1.099,0.724,0.34,0.000539,0.027,0.088,0.648
146,Afghanistan,South Asia,2022,2.404,0.758,0.0,0.289,0.0,0.089,0.005,1.263
147,Malawi,Sub-Saharan Africa,2018,3.587,0.186,0.541,0.306,0.531,0.21,0.08,1.733
147,Haiti,Latin America and Caribbean,2019,3.597,0.323,0.688,0.449,0.026,0.419,0.11,1.582
147,Botswana,Sub-Saharan Africa,2020,3.478899956,0.997548997,1.08569479,0.494101733,0.00050908941,0.033407487,0.101786368,0.257240534
147,Rwanda,Sub-Saharan Africa,2021,3.415,0.364,0.202,0.407,0.000627,0.227,0.493,1.095
148,Haiti,Latin America and Caribbean,2018,3.582,0.315,0.714,0.289,0.025,0.392,0.104,1.743
148,Botswana,Sub-Saharan Africa,2019,3.488,1.041,1.145,0.538,0.455,0.025,0.1,0.184
148,Tanzania,Sub-Saharan Africa,2020,3.476200104,0.457163125,0.872674644,0.442677855,0.000509343088,0.27154091,0.203880861,0.718963385
148,Zimbabwe,Sub-Saharan Africa,2021,3.145,0.457,0.649,0.243,0.000359,0.157,0.075,1.205
149,Liberia,Sub-Saharan Africa,2018,3.495,0.076,0.858,0.267,0.419,0.206,0.03,1.639
149,Syria,Middle East and North Africa,2019,3.462,0.619,0.378,0.44,0.013,0.331,0.141,1.54
149,Central African Republic,Sub-Saharan Africa,2020,3.475899935,0.041072082,0.0,0.0,0.000292814463,0.253513217,0.028264718,2.860197544
149,Afghanistan,South Asia,2021,2.523,0.37,0.0,0.126,0.0,0.122,0.01,1.895
150,Syria,Middle East and North Africa,2018,3.462,0.689,0.382,0.539,0.088,0.376,0.144,1.244
150,Malawi,Sub-Saharan Africa,2019,3.41,0.191,0.56,0.495,0.443,0.218,0.089,1.414
